"location","sex","age","cause","metric","year","measure","lower","upper","val"
"Sierra Leone","Both","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",24.9558957966765,100.332048271815,53.5766902220575
"Sierra Leone","Both","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",229.755932773336,923.704904266353,493.252678131323
"Sierra Leone","Both","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",368.730304314879,957.926263776621,612.619060896882
"Sierra Leone","Both","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",3531.31331848542,9174.01616795959,5867.02482434366
"Sierra Leone","Both","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",32.944409782569,120.834514558902,69.4721197555229
"Sierra Leone","Both","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",316.778844269724,1161.89114093994,668.013115134531
"Sierra Leone","Both","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",228.491867526314,684.209859015081,415.796564343003
"Sierra Leone","Both","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",2290.51089309893,6858.84426525265,4168.14204484139
"Sierra Leone","Both","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",319.491422742437,881.124520868716,557.493566296399
"Sierra Leone","Both","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",3079.63035321247,8493.30412733694,5373.77214621234
"Sierra Leone","Both","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",55.0424990967406,182.804308563201,105.784753088109
"Sierra Leone","Both","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",586.847591522895,1949.00794769101,1127.84718332815
"Sierra Leone","Both","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",118.952791405414,401.637242115249,229.00746885262
"Sierra Leone","Both","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",1244.61504170005,4202.37093167378,2396.12822051568
"Sierra Leone","Both","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",270.027727514093,780.649496842193,487.909599701619
"Sierra Leone","Both","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",2604.34600624367,7529.15790572281,4705.75903107781
"Sierra Leone","Both","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",60.3998487132823,221.535401810474,123.502280195691
"Sierra Leone","Both","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",620.263712140957,2275.01183570656,1268.28103718754
"Sierra Leone","Both","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",204.854675899079,637.372057929185,384.434004136961
"Sierra Leone","Both","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1906.5742470198,5931.99616305783,3577.91184774966
"Sierra Leone","Both","70+ years","Hypertensive heart disease","Number",2019,"Incidence",232.497701514156,675.50182494705,416.992840212084
"Sierra Leone","Both","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",2129.54607502993,6187.21067186103,3819.41610779821
"Sierra Leone","Both","75 plus","Hypertensive heart disease","Number",2019,"Incidence",155.95081992603,511.773683691339,295.76762833802
"Sierra Leone","Both","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",1345.14925869134,4414.28901471419,2551.13507061068
"Sierra Leone","Both","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",53.6159588530331,218.754551026157,116.010468478506
"Sierra Leone","Both","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",510.230303989165,2081.75333346249,1104.00070919118
"Sierra Leone","Both","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",94.9378384664244,384.460673211316,204.545366615213
"Sierra Leone","Both","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",867.591677565114,3513.40293625058,1869.24266052913
"Sierra Leone","Both","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",152.241432486272,503.676208693637,288.387646092129
"Sierra Leone","Both","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",1319.14591488519,4364.26800689086,2498.8295172544
"Sierra Leone","Both","80 plus","Hypertensive heart disease","Number",2019,"Incidence",96.5683488087733,310.842766638816,184.176118408237
"Sierra Leone","Both","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",758.770338926145,2442.39726892635,1447.1343614195
"Sierra Leone","Both","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",39.5256659758363,167.743212266431,89.1324219977725
"Sierra Leone","Both","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",339.345628463197,1440.15095967736,765.24195133795
"Sierra Leone","Both","85 plus","Hypertensive heart disease","Number",2019,"Incidence",50.3064827196508,172.845961094891,100.07695033024
"Sierra Leone","Both","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",342.772323009756,1177.71723253883,681.892410081549
"Sierra Leone","Both","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",30.5883031067011,106.45105075257,61.6858124816825
"Sierra Leone","Both","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",218.376409029367,759.976717886529,440.388150032999
"Sierra Leone","Both","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",13.3979314948893,55.1727625452888,30.4956728335701
"Sierra Leone","Both","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",83.122327715763,342.29824589138,189.198706692272
"Sierra Leone","Both","95 plus","Hypertensive heart disease","Number",2019,"Incidence",3.46881786424416,19.3154598777864,9.47721481967176
"Sierra Leone","Both","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",19.1447003506583,106.603663255741,52.3055533562781
"Sierra Leone","Both","All Ages","Hypertensive heart disease","Number",2019,"Incidence",536.411289659585,1193.49136053836,820.26575976277
"Sierra Leone","Both","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",4783.3446256831,10642.7299262349,7314.5623316077
"Sierra Leone","Both","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Both","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Both","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","<20 years","Hypertensive heart disease","Number",2019,"Incidence",0.233268476449994,1.52424497347242,0.715477608952367
"Sierra Leone","Female","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",0.502505685154121,3.28352024411528,1.54127797965069
"Sierra Leone","Female","<70 years","Hypertensive heart disease","Number",2019,"Incidence",116.330162007327,282.298765454548,189.041433412915
"Sierra Leone","Female","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",907.54932304371,2202.35276099945,1474.80603448569
"Sierra Leone","Female","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",1.36567064909576,6.32291147304383,3.27344692437063
"Sierra Leone","Female","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",2.79733432012125,12.9513636969097,6.70507595129202
"Sierra Leone","Female","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",44.1839094983456,123.889800990816,76.6949441731547
"Sierra Leone","Female","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",296.406087134174,831.110048079701,514.505134639339
"Sierra Leone","Female","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",28.0798374429914,88.0927909594149,51.7233250359275
"Sierra Leone","Female","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",176.349944096664,553.249597422061,324.838257952809
"Sierra Leone","Female","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.233268476449994,1.52424497347242,0.715477608952367
"Sierra Leone","Female","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.502505685154121,3.28352024411528,1.54127797965069
"Sierra Leone","Female","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",8.60242869945646,36.7039979051059,19.4825897195921
"Sierra Leone","Female","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",41.5087838271599,177.10560213441,94.0081729610722
"Sierra Leone","Female","20 plus","Hypertensive heart disease","Number",2019,"Incidence",267.83083468021,589.606355158625,406.778454577378
"Sierra Leone","Female","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",2128.2832151936,4685.23092478829,3232.41257196215
"Sierra Leone","Female","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",1.05101085969443,5.14924008879754,2.56829869827464
"Sierra Leone","Female","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",2.11315286228546,10.353015225172,5.16379797164132
"Sierra Leone","Female","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",43.2726818492646,121.900845619062,75.3155885744366
"Sierra Leone","Female","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",294.724135993018,830.249475339766,512.963856659689
"Sierra Leone","Female","25 plus","Hypertensive heart disease","Number",2019,"Incidence",263.999634421253,581.429304498015,400.879470341947
"Sierra Leone","Female","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",2125.30837708698,4680.75107089621,3227.24877399051
"Sierra Leone","Female","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",1.36616270807401,8.89922957266184,3.97784205492902
"Sierra Leone","Female","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",4.6492057082095,30.2850814792147,13.5370449499415
"Sierra Leone","Female","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",24.9925671778929,79.7883831041507,46.6410382586024
"Sierra Leone","Female","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",170.47143930642,544.227426133633,318.133182001517
"Sierra Leone","Female","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",1.87040527309325,9.9148312301635,4.9941982187624
"Sierra Leone","Female","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",9.86938913844381,52.3166444514192,26.3524094828788
"Sierra Leone","Female","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",2.37346625090382,12.8196136286666,6.10438762747354
"Sierra Leone","Female","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",18.4350482564959,99.5717532465882,47.4136425769599
"Sierra Leone","Female","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",4.75261184885713,21.1668377106846,10.7804134888588
"Sierra Leone","Female","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",37.5410959335534,167.197808358335,85.1549736985023
"Sierra Leone","Female","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",9.33689388074662,31.4676369179068,18.4176781835852
"Sierra Leone","Female","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",73.8504083768346,248.894104048181,145.675111293234
"Sierra Leone","Female","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.233268476449994,1.52424497347242,0.715477608952367
"Sierra Leone","Female","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.502505685154121,3.28352024411528,1.54127797965069
"Sierra Leone","Female","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",74.6052691909192,208.926337271707,133.275880576104
"Sierra Leone","Female","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",643.729796856438,1802.71594899956,1149.96777653288
"Sierra Leone","Female","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",12.073642639598,41.5835818942459,23.9482974535757
"Sierra Leone","Female","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",95.6214150137823,329.335649626423,189.666876686531
"Sierra Leone","Female","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",114.721793558662,314.389472215431,196.459177992935
"Sierra Leone","Female","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",999.571812220345,2739.27773213103,1711.75023055495
"Sierra Leone","Female","55 plus","Hypertensive heart disease","Number",2019,"Incidence",202.716996270812,496.470867342134,324.790472349456
"Sierra Leone","Female","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",1697.33573491494,4156.91708137917,2719.44871530246
"Sierra Leone","Female","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",11.0177376867317,43.3108619844673,24.2679743186993
"Sierra Leone","Female","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",91.1762815358273,358.415081038889,200.827404109521
"Sierra Leone","Female","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",187.191006320137,478.201942410704,307.344803592316
"Sierra Leone","Female","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1583.01174609448,4043.99392215836,2599.11223168311
"Sierra Leone","Female","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",15.2520485376774,55.1321439074179,32.3517387100092
"Sierra Leone","Female","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",130.065364906449,470.1520846645,275.88692038848
"Sierra Leone","Female","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",114.121101514997,340.685335753573,207.484181566628
"Sierra Leone","Female","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",1007.45089765733,3007.53973425785,1831.65183470935
"Sierra Leone","Female","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",164.729920313165,442.30668454964,282.72616681666
"Sierra Leone","Female","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1397.35657644544,3751.96050168807,2398.28482757359
"Sierra Leone","Female","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",26.483548492564,89.4887278362102,51.2125901049965
"Sierra Leone","Female","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",250.076953583752,845.017745399507,483.586575348348
"Sierra Leone","Female","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",59.2148423466127,194.591678230002,113.708552997489
"Sierra Leone","Female","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",544.386157737562,1788.96053491553,1045.36902937042
"Sierra Leone","Female","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",140.679725194939,399.857152591761,250.470298977148
"Sierra Leone","Female","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1192.07089845154,3388.24997334785,2122.39790718511
"Sierra Leone","Female","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",30.9657230065451,107.465078183091,62.6497685835027
"Sierra Leone","Female","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",277.670616420527,963.64275093696,561.78245402207
"Sierra Leone","Female","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",111.418999637624,329.697597610664,199.979792900732
"Sierra Leone","Female","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",913.065848001412,2701.83377633519,1638.81133183676
"Sierra Leone","Female","70+ years","Hypertensive heart disease","Number",2019,"Incidence",125.248055781771,351.409706505611,218.157635762272
"Sierra Leone","Female","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",1009.95705673453,2833.64648397205,1759.14781545611
"Sierra Leone","Female","75 plus","Hypertensive heart disease","Number",2019,"Incidence",85.1038450026618,267.73466108191,155.993139593167
"Sierra Leone","Female","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",653.23639486196,2055.06607579558,1197.36536143404
"Sierra Leone","Female","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",29.1103909732769,113.692654350703,60.793499486196
"Sierra Leone","Female","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",244.39823151541,954.514272416065,510.395884950451
"Sierra Leone","Female","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",51.1789665921774,197.741463535166,107.188743492654
"Sierra Leone","Female","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",415.507804218974,1605.40797885321,870.235614574352
"Sierra Leone","Female","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",82.3815591718283,262.622921577228,151.674428655846
"Sierra Leone","Female","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",635.216000373637,2024.99544227822,1169.50959533029
"Sierra Leone","Female","80 plus","Hypertensive heart disease","Number",2019,"Incidence",51.1717732872394,161.766570477802,96.8936070957434
"Sierra Leone","Female","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",362.804599390502,1146.91463724611,686.969476483591
"Sierra Leone","Female","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",21.287708075985,85.2672090998397,46.5530100368107
"Sierra Leone","Female","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",164.547106885632,659.087982581782,359.839729623901
"Sierra Leone","Female","85 plus","Hypertensive heart disease","Number",2019,"Incidence",26.8389385387362,91.4365556392916,52.6812915897214
"Sierra Leone","Female","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",166.659072039012,567.784433475041,327.12974685969
"Sierra Leone","Female","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",15.726559787183,54.9465601682692,31.9813681087861
"Sierra Leone","Female","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",101.688789762637,355.287442437659,206.793263240338
"Sierra Leone","Female","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",7.00662257208001,29.2595302149268,16.0880101225648
"Sierra Leone","Female","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",40.2770434559905,168.196211205169,92.4807175155997
"Sierra Leone","Female","95 plus","Hypertensive heart disease","Number",2019,"Incidence",1.89100319373727,10.9024605136878,5.2431680242796
"Sierra Leone","Female","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",10.0464723659951,57.9223073947572,27.8557661037524
"Sierra Leone","Female","All Ages","Hypertensive heart disease","Number",2019,"Incidence",269.169927818243,592.396986673175,408.790706805343
"Sierra Leone","Female","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",2129.41025777983,4686.46787672179,3233.9538499418
"Sierra Leone","Female","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Female","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Female","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","<1 year","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","<1 year","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","<20 years","Hypertensive heart disease","Number",2019,"Incidence",0.291149027753101,1.89947245519224,0.874836861055748
"Sierra Leone","Male","<20 years","Hypertensive heart disease","Number",2019,"Prevalence",0.603236532604555,3.93554869989026,1.81258910163853
"Sierra Leone","Male","<70 years","Hypertensive heart disease","Number",2019,"Incidence",130.510229137604,333.410234076834,215.473178460972
"Sierra Leone","Male","<70 years","Hypertensive heart disease","Number",2019,"Prevalence",1223.70247159239,3126.15287085157,2020.3401893238
"Sierra Leone","Male","0 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","0 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","0 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","0 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","1 to 4","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","1 to 4","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","10 to 14","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","10 to 14","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","10 to 24","Hypertensive heart disease","Number",2019,"Incidence",1.53506144698141,6.94098121573261,3.61519492361564
"Sierra Leone","Male","10 to 24","Hypertensive heart disease","Number",2019,"Prevalence",3.17510169065212,14.3566377985676,7.47762347662426
"Sierra Leone","Male","10 to 54","Hypertensive heart disease","Number",2019,"Incidence",47.8944561784083,143.123324047446,85.570489269135
"Sierra Leone","Male","10 to 54","Hypertensive heart disease","Number",2019,"Prevalence",387.053564456619,1156.63475795801,691.528112576144
"Sierra Leone","Male","15-49 years","Hypertensive heart disease","Number",2019,"Incidence",29.4772086603336,94.869843303002,55.4071492458436
"Sierra Leone","Male","15-49 years","Hypertensive heart disease","Number",2019,"Prevalence",222.970627264318,717.611654260973,419.109114591911
"Sierra Leone","Male","15 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.291149027753101,1.89947245519224,0.874836861055748
"Sierra Leone","Male","15 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.603236532604555,3.93554869989026,1.81258910163853
"Sierra Leone","Male","15 to 39","Hypertensive heart disease","Number",2019,"Incidence",8.85821441849431,34.2822186584377,19.1930032605008
"Sierra Leone","Male","15 to 39","Hypertensive heart disease","Number",2019,"Prevalence",49.081826188334,189.95181399435,106.345094570893
"Sierra Leone","Male","20 plus","Hypertensive heart disease","Number",2019,"Incidence",272.589900767416,620.512126092142,421.881620453464
"Sierra Leone","Male","20 plus","Hypertensive heart disease","Number",2019,"Prevalence",2635.42783970907,5999.17651892616,4078.79589256426
"Sierra Leone","Male","20 to 24","Hypertensive heart disease","Number",2019,"Incidence",1.13934648288685,5.45632983790956,2.74052128305707
"Sierra Leone","Male","20 to 24","Hypertensive heart disease","Number",2019,"Prevalence",2.35518586572447,11.2789841422203,5.66503437498573
"Sierra Leone","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Incidence",46.9728009759188,140.808158494073,84.1113159968377
"Sierra Leone","Male","20 to 54 years","Hypertensive heart disease","Number",2019,"Prevalence",385.178493882888,1154.63147371125,689.715523474506
"Sierra Leone","Male","25 plus","Hypertensive heart disease","Number",2019,"Incidence",268.40187880963,611.523704310875,415.644087677302
"Sierra Leone","Male","25 plus","Hypertensive heart disease","Number",2019,"Prevalence",2630.22140188422,5992.66570700425,4073.13085818927
"Sierra Leone","Male","25 to 29","Hypertensive heart disease","Number",2019,"Incidence",1.47162353096779,8.47023110094561,3.90191861811408
"Sierra Leone","Male","25 to 29","Hypertensive heart disease","Number",2019,"Prevalence",5.54616004215869,31.9220617850685,14.7052997401501
"Sierra Leone","Male","25 to 49","Hypertensive heart disease","Number",2019,"Incidence",26.2977353051832,86.5862872570218,50.2312573521943
"Sierra Leone","Male","25 to 49","Hypertensive heart disease","Number",2019,"Prevalence",215.502787850378,709.551072628832,411.631491115286
"Sierra Leone","Male","30 to 34","Hypertensive heart disease","Number",2019,"Incidence",1.95208871853785,9.40056129873653,4.80744203003944
"Sierra Leone","Male","30 to 34","Hypertensive heart disease","Number",2019,"Prevalence",11.7308431435722,56.491546213951,28.8897465779373
"Sierra Leone","Male","35 to 39","Hypertensive heart disease","Number",2019,"Incidence",2.40595389431303,12.6064691535121,6.08257667154472
"Sierra Leone","Male","35 to 39","Hypertensive heart disease","Number",2019,"Prevalence",21.8629230372867,114.555089990143,55.2724247761815
"Sierra Leone","Male","40 to 44","Hypertensive heart disease","Number",2019,"Incidence",4.91866634721092,22.5865730833835,11.3787592056391
"Sierra Leone","Male","40 to 44","Hypertensive heart disease","Number",2019,"Prevalence",47.1605548744878,216.5618165846,109.100426831231
"Sierra Leone","Male","45 to 49","Hypertensive heart disease","Number",2019,"Incidence",10.709482385814,37.1493406790676,21.2642830492398
"Sierra Leone","Male","45 to 49","Hypertensive heart disease","Number",2019,"Prevalence",102.572546595949,355.806409734603,203.663593189786
"Sierra Leone","Male","5-14 years","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","5-14 years","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","5 to 19","Hypertensive heart disease","Number",2019,"Incidence",0.291149027753101,1.89947245519224,0.874836861055748
"Sierra Leone","Male","5 to 19","Hypertensive heart disease","Number",2019,"Prevalence",0.603236532604555,3.93554869989026,1.81258910163853
"Sierra Leone","Male","5 to 9","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","5 to 9","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","50-69 years","Hypertensive heart disease","Number",2019,"Incidence",87.4885702273696,250.988020584263,155.387055278329
"Sierra Leone","Male","50-69 years","Hypertensive heart disease","Number",2019,"Prevalence",901.551400668473,2586.3790083743,1601.23107473189
"Sierra Leone","Male","50 to 54","Hypertensive heart disease","Number",2019,"Incidence",14.5201167879974,51.7397962885083,28.9600433341365
"Sierra Leone","Male","50 to 54","Hypertensive heart disease","Number",2019,"Prevalence",136.5866625392,486.701739296415,272.418997984234
"Sierra Leone","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Incidence",127.534540452345,355.543415141306,219.69118172356
"Sierra Leone","Male","50 to 74 years","Hypertensive heart disease","Number",2019,"Prevalence",1339.67708261739,3734.77932684684,2307.72965789735
"Sierra Leone","Male","55 plus","Hypertensive heart disease","Number",2019,"Incidence",197.063379733003,511.074047935148,328.648253203972
"Sierra Leone","Male","55 plus","Hypertensive heart disease","Number",2019,"Prevalence",2032.15329827144,5270.28823711183,3389.08036908975
"Sierra Leone","Male","55 to 59","Hypertensive heart disease","Number",2019,"Incidence",13.4028830555502,58.2468926553268,30.0003561989283
"Sierra Leone","Male","55 to 59","Hypertensive heart disease","Number",2019,"Prevalence",130.643173841431,567.755377059853,292.425274021802
"Sierra Leone","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",186.100305883332,492.945755269705,314.529209665064
"Sierra Leone","Male","55 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1933.55502257402,5121.6344671449,3267.91259266055
"Sierra Leone","Male","60 to 64","Hypertensive heart disease","Number",2019,"Incidence",18.2644589926871,68.6354115781106,38.1690887868289
